chunk_id,n_sentences,text
175,20,"noah 's voice faltered and wara sniffed , completely mystified . he better not be about to ask me advice about some sin problem he has , now that we 're on the subject and he happens to have a friend here who is quite familiar with sinfulness ! `` ? i just have this ? for you , '' noah was going on . `` feel free to laugh at me , as long as it makes you feel better . '' wara 's eyes focused blankly on a silver ring engraved with arabic letters that noah was holding out towards her , glimmering in the faint light from the front of the bus . noah shot her a lopsided smile and murmured to himself , `` you 're doing this all wrong . '' he leaped to his feet , almost banging his head on the bus 's dark ceiling , and managed to get down on one knee in the aisle . wara 's eyes popped and flashed between the silver ring and noah . `` ok , now i 'm sweating , '' noah said , rubbing a hand across his face and sucking in a deep breath . this ring is something i got in egypt when i studied there for a semester when i was twenty . i kept it for a while , to give to the unlucky girl i will attempt to trick into dating and then marrying me . it says , '' noah held the ring out towards wara again , on one shaking palm , `` 'my beloved is mine and i am his ' . i wanted to ask you if you would consider thinking of me like that ? if you would like to be with me ? get to know me ? think about marrying me someday ! if you did n't get sick of me while we 're dating , you know . '' noah 's hands were shaking , though he tried to smile , and he actually seemed on the verge of tears . wara 's jaw went slack as noah quickly added , `` i mean , you do n't have to decide right now , but i would like us to get to know each other . wara tried in vain to think of something to say , jerking around in her seat as scattered applause broke out from the back of the bus . it 's not a joke-he 's sweating and waiting for me to answer ! he looks like he really ? still likes me ? in reality , noah 's eyes said that he still loved her ."
176,20,"`` of course , i love you , '' wara blurted . noah hauled himself out of his scrunched up position in the aisle , laughing but looking stricken . noah sat down next to her again , and wara gaped at him , dumbstruck . for a moment no one spoke , and wara 's heart pounded in her ears like a tom-tom . `` we , my dear , have a lot to talk about . let 's just rest , ok. come here ? just rest . '' noah put his arm around her tentatively , watching her to make sure it as ok. as he pulled her close , he slid the silver ring on her finger and squeezed her hand . all wara could do was lean against him in an amazed stupor , thinking this could not be real . `` everyone in the world is desperate for grace . '' the quote from a book wara had read this year exploded in her mind like sparkling firecrackers . `` this is what 's unique about christianity : grace . no other religion has a god who gives grace . '' her heart was thudding against her ribs , but her eyelids drooped . wara leaned back against the seat , noah 's arm around her , and her heart slowed until she finally fell asleep . she came to consciousness as if in a dream . a roaring heat swallowed her and something solid and icy smacked her in the head . wara 's eyes flew open as wide as they had ever opened in her life , and what she saw was a mountain of writhing silver flames . she tried to grab on to something , but it was like a nightmare catapult flung her into space . the flames spiraled overhead again and she opened her mouth to scream , hearing only a sickening crunch of metal and glass shattering around her like crystal rain . the flaming bus lifted off the ground over her head and hurdled away with a whoosh of fire and wara realized she had fallen out of the window of the bus onto her back ."
177,20,"just like that , there was nothing but the star-studded sky overhead and the most awful sound wara had ever heard in her life : metal punching against boulders as the bus rolled down the ravine . screams echoed for a few seconds , and then another explosion battered the ground and all was deathly quiet . she did n't know if she was dying , but this had to be what dying felt like . there had been an accident , and ? where was noah ? she had to see if she could get up , because noah had been right beside her , and he had to be right beside her still . she tried to roll onto one side and was terrified to feel her head weighed about a hundred pounds . gasping for breath , wara forced her eyes to the drop-off where the entire bus had disappeared . to her left was an expanse of flat ground and spiky , clumped grass . she struggled to turn her head to the right and laid her cheek against the cold gravel . shadowy trees bent over the ravine , dipping low in the wind towards death below . wara sprawled on the edge of the cliff , eyes unseeing , until everything faded into darkness . 10 midnight blue alejo was stretched out on the floor of the tent on his stomach , trying to ignore stalin 's noisy snoring , eyes boring into the darkness and having absolutely no success at sleep . the sat phone 's glowing display said it was nearly midnight , and the clearing that held their tents buzzed with cicadas and singing frogs and the forest 's pulsating hum . a snap cracked above the quiet chorus , and alejo jerked his head up . he recognized the raucous voices that floated into the clearing as belonging to the paraguayans and bolted to his feet . he unlatched the opening to the tent and jogged across the darkened clearing towards the group who was just exiting the forest . gabriel and some of the guys had made the hike down towards the spot where the bus should have gone over , anxious to see the results of the hastily-planned operation . it was too early for any news on the radio they had stashed with the supplies ; the heavy tropical growth down the sides of the mountain was so thick that no one passing by would even notice the bus had crashed , unless the explosion had left a pile of debris next to the highway . gabriel had n't wanted any tell-tale signs left over that the accident had n't really been accidental , and so had moved in to check the scene . alejo made out gabriel 's pale face at the front of the line ."
178,20,"he was relived to see that his friend seemed pleased . `` two questions : is he dead , and does it look like an accident ? '' `` 99.9 % probability , and yes , check , '' gabriel said merrily . some of the others , william and marco , drew up next to gabriel , laughing too loudly , and snickering something to the guys behind them . alejo finally made out the dark forms of christian , daniel , and osmar strolling casually out of the forest , hauling something between them . something that had the shape of a human . frowning sharply , alejo opened his mouth just as they dropped their burden to the dewy grass . the person rolled over , moaning , and a head with long tresses turned to one side , revealing a white face streaked with blood . alejo swore , immediately understanding what was going on . he glared at all of them , including gabriel . `` what were you thinking , bringing her here ? `` yeah , she was on the bus , '' gabriel explained , happiness slightly subdued . alejo noticed gabriel was carrying a purple backpack that obviously did n't belong to him , which he carelessly slung to the ground . the girl moaned again and then her eyes slit open . she thrashed one way and then the other , then flew up to a sitting position with a loud gasp and yelled , `` noah ! '' `` she 's american , '' christian grinned , crooked teeth visible in the darkness . william continued the jittery prattling from alejo 's left . `` we just thought you might want to share in the spoils of victory . '' a few lewd comments rumbled from around the circle of men , and the american girl looked up sharply , terrified . `` i w-w-was in a bus accident , '' she managed to say , in perfect spanish ."
179,20,"my friend was also on the bus-did you see anyone else ? '' she looked around frantically , trying to get up but obviously lightheaded . `` you were n't in no bus accident , sweetheart , '' william drawled , reaching out to touch her dark hair . alejo snapped , pushing william back hard . alejo clenched his fist and fought the urge to knock william out . they should have left any survivors on the road , so they could get to help . now , instead , the girl was here , in the hands of some very unsafe men , himself included . alejo 's plans had n't included this possibility . how could anyone have survived the explosion ? this girl did n't even seem to be burned . stalin , long hair fuzzy around his very sleepy face , had by now joined the rest of the guys , who stood leering and making savage jokes . he rubbed his eyes , then slowly grinned , offering a hand to help the girl up from the dirt . `` come on , '' he said , helping her stand up by his side . `` you guys should n't talk that way around a lady . it 's not her fault she ended up here with all of us . we thought we might as well bring her up to join us for the party in honor of our last night in coroico . '' there were n't supposed to be other people on the bus . but you did n't know that for sure , did you ? there could have been children on that bus . your own family could have been on there ."
180,20,"acid scalded alejo 's stomach and he took a deep breath . the girl was on the point of tears , looking all around , trying to find something . alejo 's mind cleared and he decided what he was going to do . marching over towards stalin , alejo motioned for him to move out of the way . he looped an arm under the girl 's arms and dragged her smoothly to her feet , anchoring her back against his chest . her weight sagged against him , so weak she could barely protest . with his free hand , alejo forced the girl 's face to tip backwards so he could see her . he could feel her lower jaw trembling in his palm , and large honey-colored eyes with thick lashes met his , runny with tears . alejo allowed himself to grin wolfishly . then he glared at the guys who were still leering at their prisoner . `` if anyone 's having any fun here tonight , it 's me . sadly for all of you , i am in charge , and unless you want to have your salaries cut off by the khan himself i need all of you to get your rears back to your tents and sleep-now . alejo felt the girl 's rapid breathing as he set his jaw and pulled her back tighter against his chest . a chorus of complaints arose around him , which he ignored , turning towards gabriel with a wink . gabriel was staring at alejo slack-jawed as the rest of the guys gave up and whirled around to head towards their tents , muttering bitterly . alejo motioned towards the purple backpack with his chin , and said , `` pass me that , will you , gabo ? gabriel picked up the backpack and passed it over . `` sorry , '' gabriel barely whispered as he leaned closer . alejo winked again and then said a little louder , `` you did it . `` thanks , '' gabriel said , glowing expression admitting he enjoyed the praise ."
181,20,"the girl began to squirm feebly against alejo . please , my friend might still be around and i have to go back ? ! '' alejo plugged the girl 's mouth tightly with his hand and started towards his tent , dragging her in front of him and really hoping she would n't bite . he called to gabriel , then raised his voice as he approached the tent . get your butt out here with your sleeping bag . bad news -- -you 're going over to bunk with benjamin . '' alejo ripped open the entrance to his large tent as he heard a low moan and `` awww , man ! grumbling , stalin gathered up his sleeping bag and pillow , then grabbed his bottle of antacids and the ridiculous stuffed snoopy that he insisted on bringing along on every trip . alejo and the girl ducked inside his tent , which was lit by a camping lantern perched on a box they always left up here in the clearing . still keeping her tightly in his grip , he cautiously slid his hand off her mouth , waiting for stalin to leave . she sucked in air with a shudder , still sagging against alejo . stalin passed by them on his way to the door . he managed to free one hand from his mass of possessions and held it out to the surviving girl , rather sadly . `` the guys say your passport says you 're a missionary , senorita . i admire the way you missionaries share what you believe , far away from home . '' stalin sighed dramatically and then ran a finger down the girl 's bloodied cheek , almost guiltily . `` i do n't think you 'll be here much longer , but if anyone ever deserved to go through those heavenly gates , i think it would be you . '' wara tried to reach after stalin as he darted out the door . she screamed again , and alejo clamped his hand over her mouth and growled lowly into her ear . i need everyone else in their tents , where they wo n't be paying any attention to you . ''"
182,20,"he removed his hand from her mouth , then scooped her up and carried her , kicking and struggling , towards his rumpled sleeping bag . he insisted , inwardly kicking himself because he knew he was scaring her to death . i 've got to see how badly you 're hurt . you probably have a concussion , so you need to hold still . '' he tried to keep his tone calm , because the usual way he barked out orders was probably not going to make this girl stop kicking . she stiffened , then curled up on the sleeping bag , eyes squeezed shut . in the light of the tent 's lamp , alejo took in his captive 's dusty jeans and sweater . her dark hair , coated with a fine film of dust , was streaked with burgundy highlights and scattered around her shoulders . with tan skin and light brown eyes , she did n't look like the typical north american girl . alejo slid to the floor of the tent , one knee in the air , and let out a long sigh . after deliberation he finally said , `` i 'm sorry for the crudeness outside , but i just wanted to get you in here to keep you away from the other guys . she slit her eyes open and searched his face , as if wanting to believe him , then gave up and curled back up in a ball . he did a double take , noticing the girl had coffee-colored , indian-style tattoos on her palms . alejo was surprised to hear a bolivian name . a gold star ring twinkled in the america girl 's nose . `` why do you have a name from bolivia ? '' my parents let my grandma name me and she gave me a native name . '' the girl 's explanation of her name had suddenly brought it home : she was very real , with a very real family somewhere who would miss her if alejo just killed her here in cold blood . `` i have a medical kit , '' he said hoarsely . for the mission , he had to kill this girl ."
183,20,"and he was asking her if she needed band-aids . she glared at him then , jaw clenched with anger . `` my best friend was sitting right next to me , and if you did n't find him he could be dead . her tone rose frantically , and she curled up tighter on his sleeping bag . alejo 's stomach burned at her words ; the others on the bus had almost certainly been taken out , but he could n't think about if salazar was gone or not until he heard the news that the body was found . alejo stared at this girl with the nose ring in his tent and saw a life he had just utterly devastated . wara stared at the olive wall of the tent , obviously exhausted by her tirade . there were a bunch of people in the back in suits and then some more people came on at the last minute . '' more people possibly unrelated to salazar . uncontrollable nausea welled up in the pit of alejo 's stomach , and he knew there was no holding it in . `` excuse me , '' he told the girl briefly , then ripped open the door to the tent and ran outside into a nearby cluster of banana plants . he threw up until there was nothing left , then wiped his chin on his t-shirt . alejo sank down onto the ground with a clear view of his tent , still feeling sick and undone . thankfully , it looked like everyone was in their tents snoring . sucking in a slow breath , alejo tried to clear his mind and think . if he helped the girl leave this place alive , he would have to leave the prism . the guys could even be sent after him to kill him . she would have to leave and never come back , always look over her shoulder . and she would tell the authorities everything . lzaro had met him in the jungle near boris ' house tonight , and the two were driving to la paz in lzaro 's chartreuse brasilia ."
184,20,"ishmael was off to peru , then home to peshawar . if ishmael were here , she 'd be dead already . there was always a price to pay , he 'd learned , for doing what was right . this time , the payment might have to be wara , the american missionary girl . she had to be , because how else could she keep breathing , how else could she even think , when noah might be dead . she was sprawled on a sleeping bag in some tent , captured by some dangerous guys who had probably made her bus crash and killed noah . she forced herself to erase that thought , scrub the eraser madly across the pencil lines on the page until it was gone altogether . and it was good he was n't here , with these awful guys who had threatened wara outside . she closed her eyes against the cool material of the sleeping bag , feeling sick and dizzy , but surprisingly , not in pain . the thought crossed her mind that she could just get up and walk out of here , but she was sure they would catch her . thoughts of noah in the bus at the bottom of the ravine paralyzed her , filling her body with lead . the door of the tent rustled and the guy came back in , brooding and dangerous looking , with stormy hazel eyes . she blinked , noticing he was n't wearing a t-shirt anymore . the guy looked about her age , maybe five ten , wearing khaki pants with pockets everywhere and leather sandals . wara cringed , because she knew whoever these guys were , this one was the leader . she 'd heard how he 'd ordered the guys around outside , sending them away mumbling with muted curses . who in the world were these guys , and where was she ? the haze in wara 's mind suddenly drifted away and she dragged herself to sitting . the guy with coffee-colored skin stalked over to a backpack in the corner , yanked out a gray t-shirt and pulled it over his head . he eyed her , then lowered himself to sitting at the other end of the sleeping bag ."
185,20,"there was no way she felt like going to sleep right now . `` someone said something about a bomb , '' she blurted out , needing to understand what kind of situation she was in here . `` please at least tell me what 's going on . '' paulo pressed his lips together and folded his arms across his chest , looking even more dangerous . `` there was a bomb on the bus , '' he said finally . `` it was in a package that we mailed freight to la paz . you and noah had nothing to do with it . how could she say , why did you do this to us ? `` there are a lot of things i ca n't explain to you . you were n't supposed to be there , but you were . `` so you 're just planning on killing me too . that came out sounding much too hysterical , but wara was really scared . paulo 's eyebrows lowered even more and he uncrossed his legs and rested his forearms on raised knees . `` i would have had the guys just leave you on the road , for someone to find and take to the hospital . was it her imagination or did he actually wince hearing his own words ? `` but you got brought here , '' he continued , `` and so now everything is more complicated . if we let you go , that causes some major problems for us . i 'm going to do the best i can to think up a solution for this , ok ? she just then noticed that this guy called paulo had a water bottle in one hand , which he held out to her . wara felt her eyes narrow in suspicion at the sight of two huge white pills on his palm ."
186,20,"`` it 's ibuprofen , '' he said , mouth twisting wryly . she took the medicine silently , draining half a bottle of water . `` you 're sure you 're not bleeding ? '' the question made her furious as she thought about noah : where he was , if he was hurt right now . but when paulo pulled on a sweater and stretched himself out on the tent floor as if to sleep , claustrophobia set in . `` i 'll have to wake you up every hour , '' he informed her . and just so you know , we have motion detectors around our camp . and paulo switched off the camping lamp . it was pitch black in the tent , but she heard his even breathing , imagined him already sleeping , not affected at all by the way he had just destroyed her life . sorrow gripped her chest like a vise and she let herself sink back into the sleeping bag . she twisted the silver ring on her finger , feeling she was really in a dream . in the real world , girls like her did n't survive bus crashes and get dragged off by a bunch of crazy guys as their prisoner . in the real world , nice guys like noah did n't still love girls like her when they found out who they really were . she felt herself sinking into the ground , asleep in the tent somewhere under the stars , and in her dreams she was back in cochabamba in caf amara with noah . it was three in the afternoon a few months ago , and the caf was nearly empty . bittersweet chocolate and coffee from coroico scented the air , fairly dripping from the lime green silk plastered on the walls . sweet corn mixed with white cheese and anise wafted from the kitchen , where dona filomena , the quechua lady who wore perpetual smile creases around her obsidian eyes , was boiling humintas in an enormous dented pot . wara always imagined her in there , praying under her breath in tongues while she cooked or washed dishes , wide velvet pollera skirt swaying against the counter . across from wara at a smooth wooden table , noah looked up from his toshiba tablet and said , `` so , how did it go on tuesday ? wara frowned at him , glancing up from the quechua book she d been reading while waiting for nazaret to show up ."
187,20,"the two girls were teaching a group of ladies to read in quechua at a church downtown , close to caf amara . wara saw the twinkle in noah 's eye and suddenly got what he was talking about . her face spread into a grin and she lay the book on the table , right over half of che guevara 's face that some local artist had painted in pastels . she leaned back into the chair , raised an eyebrow at him and fingered the little gold star on the side of her nose . well , i do n't think they liked it , but i 've always been a little weird . the bennesons are nice missionaries ; they did n't say anything . she peered at noah over the top of her maroon glasses , still grinning . just cause you did n't go to prayer meeting on tuesday does n't mean the rest of the team is n't gon na find out next time . '' noah ran a hand through his straggly sandy blond hair , pushing it aside to reveal a little silver hoop in his right ear . but i 'm not sure what the big deal is . half the bolivian guys i 'm friends with here have an earring . he let the hair fall back over his ear and they both sat there , smiling , enjoying the moment of feeling like naughty missionaries . well , at least one of them was n't really naughty . noah was just a nice guy who wanted an earring . clay dishes clinked from the kitchen and the aroma of lemon bubbles joined the coffee floating around them in the empty coffee shop . footsteps scuffed on the pavement outside the open caf entrance and tiago slouched by under a black backpack covered in skull patches , wearing baggy black jeans with chains as usual . noah and wara threw him a wave , and he grinned back , revealing a silver stud in his tongue wara did n't remember seeing before . noah and i have a ways to go before we beat tiago in the piercing count , she thought , still smiling . noah had stretched his legs out under the table and was back typing furiously at his little tablet . he was squinting at the thing with extreme concentration , like a successful young stock broker in an armani suit instead of a missionary in cut-off khaki shorts that really needed a haircut ."
188,20,"`` ok , so , look at this , '' he told wara , whirling the screen around so she could see . `` remember last week when we saw all those muslim ladies passing out tracts in the plaza ? '' wara had been with noah and nazaret , and they had come upon a big group of women in veils , right in the plaza colon . most of them were bolivians who had converted to islam through the influence of the small-but-growing muslim community here in south america . the ladies had been passing out tracts about islam , and the whole scene had been kind of surreal because back in the day , christians used to be the only group you would see doing things like that . wara scooted her chair closer to noah and planted an elbow right in che guevara 's eye as she positioned herself to squint at his tiny screen . `` so i was checking online a little about islam , '' noah said , `` cause i was kinda curious about how it 's growing so much around here . wara 's eyes fell on something like a powerpoint presentation , all in spanish , with photos of dramatic mountain backdrops fading away around the large letters . `` islam is the only hope for latin america , '' the title proclaimed . the following screens explained how islam really is the heritage of spanish-speaking peoples and they should return to it with all their hearts . islam is the only light for latin america . and islam gives us a common cause as brothers : fight against injustice and western imperialism . wara bit her lip while meeting noah 's eyes . `` the part about fighting against western imperialism . the way so many people feel about western imperialism in bolivia these days , that seems like a great reason for a lot of people to join islam. `` noah cocked his head to one side and shrugged . she could see the earring again , and he looked kind of cute with it . the thought occurred to her that there must be a ton of bolivian girls in love with this guy , and it almost made her laugh . `` did n't your parents want you to be a stock broker ? or something , '' she asked him , totally changing the subject ."
189,20,"noah blinked , then settled back slowly into his chair . they made me study international business . and they are not too happy with me right now , as i 'm sure i told you before . maybe if i wore a tie to work it would help. `` they both snorted , then burst into laughter , tears leaking out of their eyes as they looked at themselves . noah in the cut-off shorts and a wrinkled t-shirt with giant hawaiian flower flip-flops . wara was wearing frayed jeans and yet another hippy shirt , this one a pumpkin orange with purple tie-dyed rings and little brass bells hanging from the sleeves . yeah , maybe noah should start wearing a pinstripe silk tie with that outfit , when he went to play with the kids at the martirs ' aids center and give them their medicine . they both laughed and swiped tears from their eyes until nazaret came to get wara for their class . 12 hazel a hard whisper jerked her awake , cutting violently through the darkness . the memory of where she was crushed her . she and noah were n't laughing in the caf together . they had been in a bus accident , and she did n't know where noah was . she was here in a tent somewhere , captured by some really dangerous guys . wara froze on the sleeping bag , praying that if they thought she was still asleep , they 'd leave her alone . the guy who 'd kidnapped her , paulo , had woken her up a few times in the night , just to make sure she was still alive . wara cracked her eyes open in the direction of the tent door and saw a thin , pale face with a little goatee leaning inside , calling paulo . nylon fabric rustled as paulo staggered up off the floor , shivered , then pulled a second black sweater over his head . `` ya voy , '' he whispered , and the light-skinned man disappeared , leaving the tent flap hanging open . paulo turned his morbidly serious gaze on wara and she tensed and did her best to appear fast asleep ."
190,20,"she slit her eyes open as she heard him padding towards the door , saw that he was leaving in khaki cargo pants and bare feet . after a minute , she slipped from the sleeping bag and crawled to the door of the tent , where a star-studded sky and crescent moon gave the only light . or what were these guys doing up in the middle of the night ? `` time for prayers , '' the man who came to get paulo had said . around six men were gathered in the clearing , close enough that she could pick up what they said . six more men suddenly appeared out of the darkened forest , dripping water from their hair and sleeves . the other six , including paulo in his black sweater , walked together into the trees and disappeared . wara settled in cross-legged , watching the strange scene with bleary eyes . when paulo 's group came back , also glistening with drops of water in the moonlight , all of the men lined up facing the same direction , now silent , without the excited chatter . everyone bowed their heads , and then wara heard the soft rumble of them all chanting together : allaahu akbar allaahu akbar ashhadu allah ilaaha illa-lah ashhadu allah ilaaha illa-lah ash hadu anna muhamadar rasuulullah ash hadu anna muhamadar rasuulullah wara 's pulse surged , knowing what she was listening to . as a linguistics geek , she could definitely recognize arabic . i bear witness that there is none worthy of worship except god . i bear witness that muhammad is the messenger of god . they 're saying salaat , wara thought , absolutely stunned . the men , still standing , all hooked their hands behind their ears , turning their palms forward , and repeated , `` allah akbar '' in a flat monotone . crossing one hand on top of the other in front of their bellies , they prayed more in arabic , though wara only caught a little . the main gist seemed to be glory and praise to allah , and at the end she heard something about satan . she then recognized the opening lines of the first surah or chapter of the quran . all of the men outside bowed in unison , backs straight , gaze lowered . wara shivered , hearing again , `` allah akbar ! ''"
191,20,"and realizing that most of the praying men wore long knives hanging from their belts in leather sheathes . her attention span suddenly fizzled and she weakly crawled back to the sleeping bag , not quite sure what this new revelation meant for her . she was being held captive by a group of muslims . for the first time she wondered where she was . under the white star light outside the tent , wara had made out the shadowy bulk of mountain peaks . the men must have carried her , unconscious , from the road after the accident . they could n't have carried her far , could they ? we could be up on one of the peaks above coroico . the perfect hiding spot for terrorists , apparently . who would ever guess that islamic terrorists would be lurking around coroico , adventure tourism capital ? coroico , with its stunning scenery , picturesque small-town charm , thick with plantings of coffee beans and oranges ? feeling rather sick , wara uncapped the bottle of luke-warm water paulo had given her last night and drained the rest . she really needed to use the bathroom , but was n't about to ask . right now she really needed a distraction , something to keep from thinking about muslim terrorists outside her tent and noah possibly being dead . wara dropped the empty plastic bottle onto the sleeping bag and let her eyes wander around the tent . the olive green tent was big enough for paulo to stand in at the center , just barely . six people could possibly sleep in the thing side to side , but right now the tent only held the one sleeping bag , a rust-colored hiking backpack , the lantern , and leather sandals . swallowing hard , wara reached towards it , thinking maybe she could work on deciphering some of the arabic lettering in this quran to keep herself from crying . she flipped through the gold leaf pages of the book , then frowned at the page and blinked . because the book was n't a quran at all ; it was a bible ."
192,20,"the scrolling letters shimmered in front of her , and wara closed the book to see the cover , unable to believe what was in front of her eyes . this guy , paulo , had a bible here in his tent ? the same paulo who was holding her captive and had tried to kill her and noah on the bus ? something fluttered out of the arabic bible pages , swishing to the nylon tent floor . it was a dated-looking five-by-seven photograph of a happy family seated at a restaurant . wara immediately recognized the bright colors and elephant logo of dumbo ice cream parlor in cochabamba . the entire family in the picture was gathered around a square table with a canary yellow tablecloth , eating sundaes in tall , frosty glasses . footsteps padded outside and wara jumped as paulo ducked in the tent . he saw her sitting there , then paused . droplets of water still clung to his temples and curly black hair . was she really supposed to be feeling anything other than awful ? paulo 's eyes flitted between her face and the photo she was holding between two fingers . it occurred to her that maybe snapping at him about how she was feeling would n't be the best way to keep this guy from killing her . maybe she should talk to him , try to at least seem sympathetic . it was n't very likely he would care , but worth a try . `` dumbo , '' wara remarked , studying the picture again and trying to keep her voice from shaking . paulo lowered himself onto the floor next to her and held out one hand , palm up . `` that 's my family , '' paulo said , obviously wanting the picture . but wara kept staring at it , suddenly fascinated with how the family of an evil man who bombed buses would look . they should be dysfunctional to the core , lounging together at a seedy bar while the kids ran wild in the streets ."
193,20,"what were they all doing eating ice cream at dumbo like decent people ? two normal-appearing adults who could be the parents were both looking off in another direction , as were a few of the children . `` looks like you have a nice family , '' wara said , thinking that it was actually true . closest to the camera sat a plump teenage girl with curly ringlets , a mickey mouse sweatshirt , and huge gold hoop earrings . a skinny , good-looking kid with dark hair had an arm around her , wearing a red soccer jersey , grinning at whoever was snapping the picture . the shock started small , somewhere at the bottom of wara 's spine . but by the time it raced up her back , she nearly choked , sucking in a horrified gasp . `` please give me the picture , wara , '' paulo was saying with a tight smile , but wara had frozen , realizing that she knew the face of the girl with ringlets in the picture . in fact , she knew that face so well she felt it was part of her own family . paulo snatched the picture away and wara felt the tent wall shimmer around her in waves of hot and cold . she stared at the face of the guy in front of her : square , coffee- colored jaw , pretty hazel eyes . all seven of the martir kids had them , inherited from their mother , noly . wara 's jaw dropped , then snapped back shut . paulo was blinking at her , obviously shocked . `` your sister , nazaret , '' she forced herself to say numbly , `` is my best friend in cochabamba . '' paulo 's clear hazel eyes widened and then closed , very slowly . wara really could n't believe it , could n't wrap her mind around this being anything other than the worst nightmare ever . she forced herself to say the awful words out loud . she could see it now , that faded photograph on nazaret 's white dresser , surrounded by threadbare teddy bears and little jeweled vials of nail polish . it was him , that skinny kid from the missing brother picture ."
194,20,"he was the same guy sitting next to nazaret in the ice cream shop , arm slung around her shoulders . and here with wara in this tent , holding her prisoner . paulo-no , alejandro -- -was looking at her with deliberation , as if deciding whether it was worth insisting on the previous lie about his identity . then he erased his pained expression and scooted closer to her . `` why do n't you find out yourself ? '' she snapped at him , voice bordering on hysterics . `` your family has , like , adopted me in cochabamba . they 've been wondering for years where you 've been ! '' now wara was sputtering , and she tried to calm down . her nerves were beyond frayed , and her hands trembled on her lap . nazaret 's brother looked stricken , a marked change to his former aloofness . `` nazaret has been doing really well , actually , '' wara glared at him . `` until now , because she 's going to find out that two of her best friends are dead ! the good thing is , though , that it looks like she 'll never find out that her brother killed them . so i 'm sure that someday , she 'll go back to being 'fine ' ! '' tears filled wara 's eyes , and she felt furious for crying in front of this man . nazaret 's brother or not , this guy had kidnapped her and bombed the bus . he had n't contacted his family in all these years . the fact that wara knew the martirs was n't going to keep alejandro from killing her so she would n't give away information about whatever he and his fellow terrorists were doing . it was n't the first time she 'd let that word float through her mind ."
195,20,"wara swiped at the tears with her sleeve and tried to control herself . she asked warily , fixing her runny eyes on nazaret 's brother . alejandro actually had the gall to draw back in surprise , screwing up his face as if offended by her insinuation . it could have been wara 's overactive imagination , but alejandro did not appear completely convinced of his own words . brief memories crossed wara 's brain of various news articles she 'd read online recently , accusations from the united states that bolivia was harboring fundamental muslims and allowing them to use their country as a base for radical islam 's cause . in fact , one of bolivia 's former presidents had foreseen something similar when he commented , `` bolivia is going to be the next afghanistan . '' she remembered the web page noah had found that day in the coffee shop , the one about islam being the only hope for latin america . `` i 'm not sure i believe you , alejandro , '' she said . that would be what my father called me . '' what could alejandro martir possibly have against his father ? pablo martir was a good man , a far cry from what his son had apparently become . wara 's eyes ran over alejo 's face again : nazaret 's father 's jaw . being kidnapped and nearly killed by someone bearing the image of her bolivian `` parents '' was really freaking wara out . wara crumpled down into the sleeping bag and pulled the top over her head . she squeezed her eyes shut , even after she heard alejo leave the tent , close the flap behind him . alejo martir left her alone for a long time , just stopping back once to remind her that the tent was surrounded by motion detectors so she 'd better be sure not to escape . he asked if she needed the bathroom or food , but she did n't even acknowledge him , still curled up under the sleeping bag . alejo and the other guys were close by in the clearing , having some kind of meetings . maybe about noon he came back and caught her staring blankly at the cover of the fat golden bible `` brought you some granola bars , '' he said grimly . but before you eat , there 's a stream close by in the forest ."
196,20,"i thought maybe you 'd want to go down there ... '' he squatted and picked up a bag from behind his backpack in the corner , which he held out towards wara . she blinked , realizing it was her purple backpack . alejo shrugged , one foot tapping on the floor , probably anxious to get back to whatever he was doing outside . `` i 'm going to have gabriel and stalin take you down to the creek , '' he informed her . noting a look of protest about to spread across her face , alejo raised one hand and said , `` most of the guys have already gone back home . they 're going to take you there and bring you right back . `` thanks for the food , '' she said in a small voice , glad right now for any small kindness . alejo nodded curtly and eyed her again before turning to stride out of the tent . she heard him giving instructions to someone outside , and then the tent flap pulled aside and two faces poked in : the pale goatee who woke alejo for prayers this morning and the pudgy guy who last night had told her that when she kicked the bucket she deserved to go to heaven . wara stood up warily , racking her brain to try to remember if these two had been among those making nasty comments upon her arrival last night . as far as she could recall , the stringy-haired guy had only been standing and staring-and she remembered him giving her a hand up and telling the guys to stop with the lewd jokes . and the skinny guy-now it was all coming back . he had leaned close when alejo had his arm practically around her neck and whispered , `` i did n't want to bring her , but the guys said i had to . '' wara shrugged and tried to pick up her rather heavy backpack . the bulky guy stepped forward hesitantly and held out one arm for her bag . she handed it to him without a word and followed the two of them outside . after a few steps in blinding sunlight , they entered the shade of the trees . a chorus of cicadas and tropical birds was rising above the canopy . wara jumped as a reedy voice said , `` so , i 'm stalin . i teach kids morality and ethics class . ''"
