sentence_id,chunk_id,pos,text
686,34,6,"i grinned , this is going to be some fun revenge !"
687,34,7,"okay , i said , this is going to be some fun revenge ."
688,34,8,"she wacked me in the head with my pillow , youre so weird ."
689,34,9,"well thats the way i am , deal with it , i wacked her back with my own pillow ."
690,34,10,"no i will not deal with it , she walloped me in the head one more time ."
691,34,11,"i need you for team penguin , and i dont need a smarty pants ."
692,34,12,because i was the one who got shot first .
693,34,13,"early the next day , which wasnt that early because we got up around ten oclock , we gathered my old water gun and some water balloons ."
694,34,14,emily brought down the trebuchet shed spent all night building and we took off on our bikes .
695,34,15,emily led the way to jasons where she was pretty sure the boys would be .
696,34,16,we hid our bikes in the trees and snuck up to their backyard .
697,34,17,jason and seth appeared to be setting up some airplane that they built from scratch .
698,34,18,they were muttering to each other and assembling a table they would use for a launch pad .
699,34,19,"i grabbed my water gun and emily took out her trebuchet , with her balloons , and we snuck up on them ."
700,35,0,"i held my hand up to stop emily , waiting until jason and seth were grabbing the airplane out of a box and lowered my hand ."
701,35,1,"i yelled , and ran out from behind the trees , with emily following ."
702,35,2,the looks on their faces were priceless .
703,35,3,they spun around just in time as emily launched a balloon right at jasons face .
704,35,4,"i aimed at seth , who i soaked in minutes ."
705,35,5,their faces looked like they had seen a dinosaur come back to life .
706,35,6,"jason scrambled away from emily but she nailed him so many times it didnt matter , he was already soaking wet ."
707,35,7,the last of my water leaked out the back of the gun and we just stood there .
708,35,8,jason smiled but you could see he was hiding the anger in his face .
709,35,9,seth was emotionless ; he didnt give any sign on what he was feeling .
710,35,10,"emily glared at him , you deserved it because you soaked us too ."
711,35,11,"so , he rolled his eyes , you thought you could just ambush us ."
712,35,12,have you learned nothing and that we might want revenge now .
713,35,13,"who says the penguins cant win a war , huh ?"
714,35,14,"jason smirked , alright then , penguins , if you want a water war , you got one ."
715,35,15,"this whole time seth didnt say a word , which was strange ."
716,35,16,usually seth did all the talking while jason stood watching but now jason was doing all the talking and seth was the one watching .
717,35,17,he stood there and seemed unmoved from being soaked by my water gun .
718,35,18,his face was blank and he was staring at nothing .
719,35,19,"while emily and jason were bickering i said , seth ?"
720,36,0,"he continued to stare at the woods as if he expected a flying deer to leap out , wearing pink socks ."
721,36,1,"i waited for a sign that he heard me to appear on his face , but it remained blank ."
722,36,2,"emily huffed loudly , expect something from jazell and me soon jason ."
723,36,3,she grabbed my hand and pulled me away .
724,36,4,seth turned to see me leave and the look gave me a dark feeling inside .
725,36,5,"his face was masked with one emotion , one that made me vow to myself that i would find out what he was hiding , what he was keeping a secret ."
726,36,6,"that emotion was not seth , not the one i knew ."
727,36,7,it made me feel the same way and i didnt know why .
728,36,8,chapter 5 the water war continued with us getting them and them getting us .
729,36,9,"we attacked them with a pool , and they threw water balloons at us while we were on bikes ."
730,36,10,"it was pretty simple , but the whole time all i noticed was seth ."
731,36,11,"he wasnt the same to me anymore ; he always had this mask on his face , hiding himself from the rest of us ."
732,36,12,"i had to find out what was wrong , and soon ."
733,36,13,emilys annoyed voice broke my day dreams .
734,36,14,"i snapped back to attention , uh yes , i am emily ."
735,36,15,"just for the record , what are we talking about ?"
736,36,16,"were talking about what to do next , she scowled ."
737,36,17,"wait , an idea jumped into my head , how about we meet under a truce ."
738,36,18,that is the complete opposite of what were doing .
739,36,19,i know but trust me ; we need to meet under a truce .
740,37,0,what about monster fighting and this whole puzzle with the dwarfs ?
741,37,1,did we just forget all about it or are we not going to do our job anymore ?
742,37,2,were all just having some fun because its summer and not school .
743,37,3,"listen , why dont we meet once and then go back to this water war ."
744,37,4,at least we should think about this a little bit .
745,37,5,i pushed the paper of warnings in front of her face .
746,37,6,"fine , she snatched the paper out of my hands ."
747,37,7,then well go back to soaking each other randomly .
748,37,8,i did it because thats when id talk to seth and get his secret out of him .
749,37,9,then maybe i could help him and stop having to watch his miserable face .
750,37,10,emily made a face and left the room to dial jasons number and tell him about the meeting .
751,37,11,i waited patiently for her to come back in my room .
752,37,12,"i cant wait long because i have a tendency to go crazy , so i walked up to my window sill and looked at the sky ."
753,37,13,i stared it and turned around to see emily come back in .
754,37,14,but not before my eyes caught a flash of blue .
755,37,15,emily and i parked our bikes and headed into the woods and towards the clearing .
756,37,16,"we stepped into it , and i took in the familiar feeling ."
757,37,17,"out of all the places weve all been , this place felt the safest , as if it were surrounded by a good force , not bad for once ."
758,37,18,we often met here when we werent all together .
759,37,19,minutes later jason and seth emerged from the trees .
760,38,0,"they werent smiling or doing anything suspicious so i figured we were safe , for now ."
761,38,1,i noticed that seth was avoiding my eyes .
762,38,2,so whose crazy idea was it to meet under a truce when were having so much fun wreaking havoc on each other ?
763,38,3,"emily sighed and pointed at me , this crazy person right here ."
764,38,4,"i took a small , quiet breath and said what i had planned , i want to work on the dwarf problem ."
765,38,5,"i nodded towards emily , signaling her to take out her paper ."
766,38,6,she groaned and pulled the folded piece of paper out of her pocket .
767,38,7,she unfolded it and placed it in front of us .
768,38,8,"while we studied it , i tried to catch seths eye , but he didnt look at me ."
769,38,9,i felt something boil deep within me-the anger at him .
770,38,10,"we were his best friends , we told each other everything and now he was keeping something from us ."
771,38,11,"i could see it was eating at him , so why didnt he tell us what it was ?"
772,38,12,that was the question that was making me steam .
773,38,13,his voice was level but it shook slightly .
774,38,14,i stepped towards him and gave him a hard shove .
775,38,15,he stumbled back and fell on the ground .
776,38,16,"he looked up at me , waiting for what i would do next ."
777,38,17,"i repeated , my voice as cold as an icicle ."
778,38,18,"seth didnt answer me , instead he did the most cowardly and annoying thing you can do ."
779,38,19,seth pushed himself up at a surprising speed and raced off into the woods .
780,39,0,i did the crazy thing that people like me would do and followed him .
781,39,1,"i looked over my shoulder to see if emily and jason were coming but both of them stared at me , baffled ."
782,39,2,their faces disappeared as i was swallowed by the trees .
783,39,3,i skidded to a halt and scanned the trees .
784,39,4,i didnt see any trace of where seth could have ran .
785,39,5,that shows how much i know about asking questions .
786,39,6,i dont get the answers and boom ; i lose it and become a demanding person .
787,39,7,"i walked more slowly , watching the trees ."
788,39,8,"i sent a silent prayer that seth hadnt entered igneeria , because then i would never find him ."
789,39,9,what bugged me the most was that seth didnt fight me when i pushed him down .
790,39,10,he just sat on the ground not saying anything at all in his own defense .
791,39,11,"now , i couldnt find him anywhere and i would never get my answer ."
792,39,12,i heard a large snap to my right and i whirled around .
793,39,13,i heard another crack and i slowly crept towards the noise .
794,39,14,"another snap sounded , louder this time , to my left ."
795,39,15,i changed direction and hid behind a tree .
796,39,16,seth grabbed another stick and slammed it into a tree .
797,39,17,it hit the tree with a loud crack and broke in half .
798,39,18,he picked up another and rammed it again .
799,39,19,he went to grab another one but his fingers couldnt grasp it .
800,40,0,they shook so hard he dropped it and he sunk to the ground .
801,40,1,i saw him place his head under his arms and he curled himself in a tight bundle .
802,40,2,he shook and i heard him do something that i thought seth never did .
803,40,3,i stepped out from behind the tree and walked over to him .
804,40,4,i wasnt mad at him anymore for not telling me what i wanted to know .
805,40,5,now i felt bad that i had nagged him so hard that he was breaking .
806,40,6,i walked over to him and wrapped my arms around his body .
807,40,7,he stopped crying and i felt him squirm .
808,40,8,"seth grunted and then mumbled , get off me ."
809,40,9,"no , not until you tell me whats going on , i said ."
810,40,10,i rolled my eyes but he couldnt see that .
811,40,11,"please jazell its nothing you need to worry about , okay ?"
812,40,12,"just leave me be , i will deal with it ."
813,40,13,i let my arms fall and seth lifted his head .
814,40,14,his eyes were red from crying but something in his eyes showed he was still seth .
815,40,15,the same darn stubborn and annoying seth i was friends with .
816,40,16,"he faced me , you should go back to the others ."
817,40,17,"i bet theyre probably wondering no way , i cut in ."
818,40,18,seth traced the dirt with the end of a stick .
819,40,19,"you say im stubborn i laughed and he continued , listen , i dont even know if its true or not ."
820,41,0,theres no need for me to worry any of you .
821,41,1,"he made a face , jazell i really dont know if i should say anything i interrupted him again , seth just give up trying to talk me into not listening ."
822,41,2,i took my own stick and threw it at him .
823,41,3,"he ducked , of course , and it landed on the ground ."
824,41,4,what if whatever youre not telling us happens and we never knew ?
825,41,5,"he looked down and mumbled something that sounded like , you couldnt help ."
826,41,6,"when he looked back up he said , fine you win , ill tell you ."
827,41,7,"you know , when emily asked for any warnings that we were given ?"
828,41,8,i had a bad feeling where this was going .
829,41,9,"it didnt actually include you or anyone else , so i did n't say anything ."
830,41,10,they said that i would betray you all and be kojas ' servant .
831,41,11,i would be the key to the downfall of igneeria .
832,41,12,i do n't know what to do jazell ; i do n't even know if those things are true .
833,41,13,"they wo n't attack me and i swear , if you gave them a minute , i bet they would help me ."
834,41,14,he was talking so fast the words almost blurred together .
835,41,15,"i do n't know what to say seth , i said ."
836,41,16,"maybe you should n't worry , maybe they 're wrong ."
837,41,17,"if you say it wo n't happen , it wo n't ."
838,41,18,i saw seth relax a little and the look on his face was more like himself .
839,41,19,i was perfectly happy with the way everything was right now until i saw the small outline of a toad dwarf nearby .
840,42,0,uh seth i do n't think this is the best time to mention this but i think we have company .
841,42,1,"he swore under his breath , and we both entered the dwarf 's world together ."
842,42,2,"sure enough , it was a dwarf but there was something strangely different about this particular dwarf ."
843,42,3,he just walked toward us as if he was n't afraid that i might put an arrow through his head .
844,42,4,"just as i was about to release my arrow , the dwarf cried , please stop !"
845,42,5,i dont know why i listened to him but i didnt pull the string .
846,42,6,the dwarf was acting different than the others ; its pudgy eyes were filled with fear at the sight of my arrow .
847,42,7,your kind has done nothing good to us except make us confused and our lives more complicated .
848,42,8,oh youll have to excuse my brethren ; they have a tendency to be rather annoying .
849,42,9,he took a long frightened look at seths sword .
850,42,10,"good sir , before you try to slay me , i have a message to deliver from her majesty ."
851,42,11,i lowered my bow because i had a feeling i wanted to know what this message was .
852,42,12,"if it was a lie , seth and i could kill him anyway in a blink of an eye ."
853,42,13,"seth , maybe we should hear what he has to say ."
854,42,14,"ive had enough of listening to dwarfs , seth hissed ."
855,42,15,"oh please , sir , listen to the good lady !"
856,42,16,"i do not bring news that will cause you pain , but i bring news of the pain of others ."
857,42,17,"he sighed and lowered his weapon to the ground , its tip digging into the dirt ."
858,42,18,"the dwarf relaxed a little , but its body was still full of tension ."
859,42,19,her majesty requests that i tell you about youre real destiny .
860,43,0,she believes youve been in the dark long enough .
861,43,1,"yes , he said , a little more relaxed , it must take place in igneeria , where you are truly needed ."
862,43,2,"but wait , arent we in igneeria right now ?"
863,43,3,"the dwarf gave a quick , half-hearted laugh ."
864,43,4,"youre in the half-way , the place between earth and igneeria ."
865,43,5,"the half-way can act as a gate , or passage into earth ."
866,43,6,"it seals off the two worlds and if a monster were to make it as far as the half-way , it would have a truly difficult time completing its journey because it wont find a way in or out of this place ."
867,43,7,"so let me get this straight , i said slowly , were not in igneeria right now but some half-way ?"
868,43,8,the entrance changes but its current location is in your town .
869,43,9,"but dont get the half-way confused with igneeria , miss , for they are quite different ."
870,43,10,"especially now , with all the dark events that have been occurring because of his rising ."
871,43,11,never say his name unless youre sure hes not around .
872,43,12,i dont have to be told a million times .
873,43,13,now what else do you need to tell us about our destiny .
874,43,14,"oh you have to come to igneeria , miss ."
875,43,15,"buddy , you just show up talking about some destiny that we dont know about and then you say that we have to come to some place thats not here , and you expect us to go ?"
876,43,16,"what about our families and people whod ask questions , if we disappear ."
877,43,17,"what do we say , oh sorry about that everyone , we just felt like leaving earth to go to this magical place called igneeria to do something that we dont know about ."
878,43,18,"well of course , there will be some minor difficulties , he said ."
879,43,19,"seriously , did you not hear a word i just said ?"
880,44,0,he placed his pudgy hands on his small hips .
881,44,1,miss dont you think that her majesty would have this all planned out ?
882,44,2,"why not , we have to tell our parents something ."
883,44,3,the dwarf seemed to bounce up and down .
884,44,4,"it has sir , but i dont know what her majesty did ."
885,44,5,all i know is that all of you have to go home to get ready .
886,44,6,my mind whirled with all this new information .
887,44,7,"all of you must free our world from darkness , from him ."
888,44,8,"*** seth and i walked back to our clearing , both our brains not thinking ."
889,44,9,"we could barely take on a mass of monsters without dying , so how were we suppose to take down an evil , powerful demon ?"
890,44,10,"as the trees parted away to show the empty ground , i spotted emily and jason looking like they were about to go to war with a bunch of sticks ."
891,44,11,"when they saw us appear , both dropped their weapons and smiled at us ."
892,44,12,"hey seth , it looks like jazell didnt kill you after all , emily said and flashed me a grin ."
893,44,13,"what was that all about anyway , jazell ?"
894,44,14,i opened my mouth to spill the whole truth when seth glanced at me .
895,44,15,"i sighed at his expression , knowing that i couldnt tell anyone if seth didnt want me to ."
896,44,16,i didnt want to make it worse by revealing what i knew .
897,44,17,"when i didnt reply , she covered her mouth with her hand to try to cover her chuckles ."
898,44,18,"oh then , she giggled , i hope you two had a nice chat ."
899,44,19,"we have to tell you guys something , i told her and jason about how the dwarf had showed up and what he said about igneeria ."
900,45,0,"emily listened quietly but when i got to the part that we were supposed to go there , her mouth fell open ."
901,45,1,were supposed to just leave and go there ?
902,45,2,"he told me , and i quote , miss did you not think that her majesty would have this all planned out ?"
903,45,3,"i personally think its all a little skeptical , dont you ?"
904,45,4,"yes , she said , digging for a pencil and paper from my bag , i do ."
905,45,5,we dont even know who this majesty is and if this information is reliable .
906,45,6,"i understand the half-way part , that makes sense , but the destiny part doesnt ."
907,45,7,the dwarf said to meet him tomorrow morning near the thorn that reaches the sky .
908,45,8,"jason stepped over and spoke instead of emily , who was furiously writing everything down , as if shed forget in a couple of seconds , it could be a description of something in town , maybe a building or a landmark ."
909,45,9,i suddenly got an idea and took another piece of paper out .
910,45,10,hey jason maybe you could draw what you think it might be and that would help us .
911,45,11,i knew that his drawing would probably help us .
912,45,12,"he was the best artist i knew , his artwork was almost real ."
913,45,13,"hey guys , emily piped up from her paper , i think we should get home and speak to our parents ."
914,45,14,i want to see what this dwarf was talking about when he said that everything was already arranged .
915,45,15,"seth and jason grinned at me and said together , you bet ."
916,45,16,"that is if we can find the place , emily reminded them ."
917,45,17,i turned the door knob and walked into the kitchen .
918,45,18,my mom and dad were sitting in the living room looking extremely excited .
919,45,19,"before i even had a chance to say hi , my mom jumped up and rushed over to me ."
920,46,0,you never told us that you applied for a summer camp !
921,46,1,you also didnt tell us that you were to be picked from the best .
922,46,2,"um , i choked out in surprise as i was squeezed , i wanted it to beuha surprise ."
923,46,3,i managed to get the words out and seem intelligent .
924,46,4,"my mom released me from her clamp-like hug , well i am surprised , and very proud !"
925,46,5,"would have been nice if he had warned me , i thought bitterly ."
926,46,6,my dad got up and glowed happily behind my mom .
927,46,7,"youre supposed to leave tomorrow , so you better pack ."
928,46,8,"i said quickly , while i backed up towards the stairs ."
929,46,9,"as soon as i reached them , i shot up so fast you would think i was running for my life ."
930,46,10,"i closed the door , locking it behind me and then dialed emilys cell phone as fast as i could ."
931,46,11,i sat on my bed as the phone rang three times before i heard it click .
932,46,12,jazell you wouldnt believe what my parents just told me .
933,46,13,"they say i signed up for some camp and- i know the same thing happened to me , i interrupted her quickly ."
934,46,14,"i hear her breathe heavily , this is crazy , its just happening too fast ."
935,46,15,we have to go or well be in big trouble with our parents .
936,46,16,but the thing is we dont know where this meeting place is and- she was cut off by the ringing of my phone .
937,46,17,"wait a minute emily , ill have to put you on hold ."
938,46,18,"she huffed in reply so i pressed a button and said , hello ?"
939,46,19,"its me , jazell , jasons voice said breathlessly ."
940,47,0,a shuffle of paper sounded as jason moved around .
941,47,1,"its at the art statue , the one we call the rising hill ."
942,47,2,"of course , when we were younger , we used to try to climb it ."
943,47,3,"it was jason , he found the meeting place , i said ."
944,47,4,its the public art piece we use to climb .
945,47,5,"after dinner i was laying in bed , my mind spinning ."
946,47,6,i still couldnt believe where i was going tomorrow .
947,47,7,"chapter 6 i opened my eyes the next morning , the suns rays shinning through my bedroom window ."
948,47,8,i didnt roll out of bed for a minute ; instead i lay staring at the ceiling trying to prepare my brain for the day ahead .
949,47,9,"i heard my mom and dad walking downstairs , talking excitedly about where they thought i was going to go today ."
950,47,10,i rolled off my bed and walked sleepily over to my dresser to pull out a pair of jeans and a shirt .
951,47,11,"after i had pulled the shirt over my head , i grabbed my half empty traveling bag and headed down stairs ."
952,47,12,i dropped my bag near the door and walked over to the kitchen table .
953,47,13,my mom had placed a full plate of eggs and toast on the table ; i sat down and started to eat .
954,47,14,my mom hurried over and glanced at her watch .
955,47,15,you have about a half an hour until you have to leave .
956,47,16,i responded with a quick shovel of food .
957,47,17,"within 25 minutes , i was standing by the door with my stomach all queasy ."
958,47,18,my mom rushed forward and gave me a quick hug .
959,47,19,no doubt that i was going to be very careful indeed .
960,48,0,i stepped outside and the door closed behind me .
961,48,1,"my mom and dad watched from the window , waving happily to me ."
962,48,2,"i returned a slow , uncertain wave and hurried off towards the park ."
963,48,3,"as i entered the park , i spotted the rising public art statue ."
964,48,4,"the shape twisted and stretched towards the sky , trying to touch it ."
965,48,5,"now that i really thought of it , it did look like a thorn ."
966,48,6,"i dropped my bag and leaned my back against the statue , closing my eyes ."
967,48,7,i wondered what igneeria would be like .
968,48,8,maybe the place would be pretty decent jazell ?
969,48,9,emilys voice scattered my thoughts and i opened my eyes to see her walking briskly towards me .
970,48,10,she too had an empty bag slung over her shoulder .
971,48,11,she dropped her bag next to mine and leaned against the statue .
972,48,12,"finally emily opened her mouth and said , what are you thinking about ?"
973,48,13,the question had caught me by complete surprise .
974,48,14,surely you must be thinking something ; were going to some other world !
975,48,15,i was just wondering what it would be like in igneeria .
976,48,16,"well , she said thoughtfully , i was thinking about kojas- emily dont say his name , i dont feel like being yelled at again ."
977,48,17,"i was thinking about him , if i must call him that , and what hes like ."
978,48,18,emily isnt it obvious ; hes evil for crying out loud .
979,48,19,"i know that jazell , gosh , but i was wondering what he looks like ."
980,49,0,"emily twirled her hair , i know but im just curious ."
981,49,1,"if we do end up fighting this guy , youll get your wish ."
982,49,2,"minutes later , jason emerged from the trees and dropped his travel bag on the ground ."
983,49,3,"he leaned against the statue next to emily , giving us both feeble smiles ."
984,49,4,"so , he said , trying to sound happy , travel day today , huh ?"
985,49,5,"okay looks like ill do the talking , jason said ."
986,49,6,"no , jason were both jumping for joy , but its so deep down that instead we both look like we want to slug you , i said sarcastically ."
987,49,7,"jason sighed , okay , you would say something like that ."
988,49,8,i thought in a mood like this you would be lessannoying .
989,49,9,"as soon as he finished his sentence , i wacked him as hard as i could ."
990,49,10,"seth showed up after that , placed his bag on the ground , leaned on the statue next to me , and didnt say a word ."
991,49,11,we all stood there waiting for the dwarf to show up .
992,49,12,"right as i was about to give up and say we had the wrong place , he appeared ."
993,49,13,jason saw his blurry outline first and signaled us to enter the half-way .
994,49,14,"the wind whirled around me , and i walked over to the dwarf with the others ."
995,49,15,"the dwarf was breathing heavily , trying to catch his breath ."
996,49,16,"all four of us stood there waiting and when he got his breath back , he spoke ."
997,49,17,"i am glad that you accepted my message , he said to seth and me ."
998,49,18,"then he turned to emily and jason and said , ah , its great to meet the other two ."
999,49,19,"hi , emily said , looking a little freaked out ."
1000,50,0,"so now that youre here , are we going to get a move on or what ?"
1001,50,1,he shuffled off and disappeared behind the statue .
1002,50,2,"as soon as i was on the other side , i gasped at what i saw ."
1003,50,3,two entwined hooks were mounted on the top .
1004,50,4,each side was twisted metal that ended in the ground .
1005,50,5,"in the center , two pieces spun together and ended holding a pulsing , black crystal ."
1006,50,6,you should have been able to look right through the archway but there seemed to be a sheet of transparent black glass in the way .
1007,50,7,"this is the door to igneeria , the dwarf pronounced proudly ."
1008,50,8,"this , he motioned to the dark archway , ca n't be described by one word ."
1009,50,9,"the old seth seemed to be coming back , which was great ."
1010,50,10,"i was getting really tired of quiet , watching seth ."
1011,50,11,then how about the coolest thing on earth ?
1012,50,12,"boys , i still dont know how they find this interesting ."
1013,50,13,"she pointed to jason and seth , who were continuing to guess random names to describe the arch ."
1014,50,14,"yes , completely , i said and fought a laugh ."
1015,50,15,dont try to understand or youll get lost in the complicated labyrinths that are their brains .
1016,50,16,"i think this is the most thinking the two have ever done , emily said with a sigh and shook her head , making her pink curls dance ."
1017,50,17,i was about to say something else when the dwarf gave a loud cough .
1018,50,18,"jason and seth fell silent , outlined by the eerie glow of the arch ."
1019,50,19,"you must know a few things before you enter , the dwarf said , pacing back and forth ."
1020,51,0,he reminded me of a teacher instructing a class .
1021,51,1,"first of all , once you enter , there is a chance that you wont be able to leave for a while ."
1022,51,2,"second , igneeria is wild and offers little protection ."
1023,51,3,"you might get seriously injured , or you might almost die ."
1024,51,4,"anyway , the dwarf said quickly , obviously seeing our surprised faces , i think all of you can deal with that ."
1025,51,5,the answer to that question doesnt really matter .
1026,51,6,"the dwarf held his hand out , shall we go then ?"
1027,51,7,the dwarf gave me an annoyed look and walked towards the arch .
1028,51,8,i expected him to go right through but he disappeared in a swirl of black mist .
1029,51,9,is going to a different world supposed to be vacation-relaxing-in-the-sun easy ?
1030,51,10,"you implied it , i said , with a roll of my eyes ."
1031,51,11,"he sighed and pushed me into the doorway , the dark , swirling mist swallowing me up ."
1032,51,12,i felt his hands leave my back for a second and then they were back .
1033,51,13,"the chilly feeling welcomed me , like a long lost friend ."
1034,51,14,"as soon as the mist cleared , i was standing in a forest clearing ."
1035,51,15,"the sky was hazy and dreary , making me want to run back to earth ."
1036,51,16,"but when i turned around , the door was gone ."
1037,51,17,"emily looked terrified , her eyes bigger than the eerie moon above ."
1038,51,18,"jason was frozen next to her , eyes darting around at the shadows ."
1039,51,19,the dwarf stood perfectly calm in front of us .
1040,52,0,no one spoke because there was nothing to say .
1041,52,1,i heard rustling in the trees and dozens of creatures came thundering out .
1042,52,2,"i noticed thrashers , frost beasts , swamp trolls and many others i have never seen ."
1043,52,3,"they lumbered towards us , teeth flashing in the moon light ."
1044,52,4,"the dwarf 's eyes widened in alarm , i swear , sir , that i knew nothing of this !"
1045,52,5,i warned you that you must be prepared for anything .
1046,52,6,"seth , i said slowly , placing a hand on his shoulder , do n't attack him , we need him to help us get through igneeria ."
1047,52,7,i felt his shoulder muscle tense under my fingers but he lowered his blade .
1048,52,8,"he did n't sheath it though , because he would need it in the fight ."
1049,52,9,"he glowered at the dwarf , do n't think that i trust you , dwarf , he said angrily ."
1050,52,10,you 're only alive because jazell makes a good point .
1051,52,11,"but if i find that you are lying to us , he sliced the air , you 're going to have a lot more problems than you think ."
1052,52,12,i gripped seth 's shoulder and he turned around to face me .
1053,52,13,i saw distrust flash in his eyes but he gave me a weak smile .
1054,52,14,we turned to face the monsters heading for us .
1055,52,15,"seth charged ahead , slicing thrashers and frost beasts ."
1056,52,16,"it soared into a swamp toll 's head , making it shout out in agony ."
1057,52,17,seth spun around and plunged his sword into the troll 's side .
1058,52,18,"it gave a screech and fell to the floor , dead ."
1059,52,19,emily raised her hands and vines shot from the ground and wrapped around a troll that had tried to crush seth .
1060,53,0,i aimed an arrow at its chest and the troll fell to the ground next to the others .
1061,53,1,"the last beast fell , dead from jason 's knife , and we all took in a deep breath ."
1062,53,2,seth sheathed his sword and i slung my bow back on my back .
1063,53,3,"emily sat on the ground next to jason , seth and me as the dwarf stood in front of us ."
1064,53,4,"sadly , he started , i can not be with you all anymore ."
1065,53,5,i protested and stepped in front of him .
1066,53,6,do n't you dare think about killing him .
1067,53,7,"he got us here- and he 's leaving us here in some random place when we have no clue what to do or where we 're going , seth interrupted me ."
1068,53,8,"i 'm very sorry , sir , but her majesty told me to bring you here and then to report back ."
1069,53,9,"i must tell her about the ambush , someone knew i was bringing you here ."
1070,53,10,"no , she will see you when she believes you are ready , he turned around and disappeared into the woods ."
1071,53,11,"wait , jazell , seth called after me and i heard him follow ."
1072,53,12,the trees parted and the dwarf stood in front of me .
1073,53,13,i turned around to see her smiling at me .
1074,53,14,if he does n't want to help us then it 's his fault if we do n't get where we need to go .
1075,53,15,"we should find somewhere to stay for the night , jason suggested ."
1076,53,16,seth nodded and we followed him deeper into the dark woods .
1077,53,17,i walked beside emily as the trees passed us .
1078,53,18,things seemed to watch us from the shadows and i felt like some poor little kid who was afraid to be a victim of a halloween jump-out-of-the-bush scare trick .
1079,53,19,a little flame of fire flickered to life in her palm .
1080,54,0,"ah , i know what you mean , she said and hugged me ."
1081,54,1,"but do n't worry , they , she motioned to the boys , do n't have to know ."
1082,54,2,"they 'll find out eventually , i mumbled ."
1083,54,3,i bet they must have some kind of fear themselves .
1084,54,4,it 's like going throw the bogey-man 's home .
1085,54,5,"he must not get a lot of visitors , emily commented ."
1086,54,6,i 'm defiantly not coming over anytime soon .
1087,54,7,emily laughed and the boys stopped walking .
1088,54,8,the trees parted to reveal a rock ledge .
1089,54,9,"i spotted a small cave , the entrance covered in thick , twisted bramble ."
1090,54,10,the sky was getting even darker and more ominous when seth turned around to face us .
1091,54,11,"we 'll head for the cave and stay there for the night , seth said ."
1092,54,12,or maybe you 'd prefer to sleep in the open .
1093,54,13,"uh i think i 'll stay with that plan , she said quickly ."
1094,54,14,she pushed past him and headed the path to the cave .
1095,54,15,"i followed emily , with jason and seth on my heels ."
1096,54,16,"when we reached the blocked cave entrance , seth drew his sword and sliced the vines apart ."
1097,54,17,they fell to the ground and the cave was revealed .
1098,54,18,we walked inside the dimly lit space and i sighed in relief at some safety .
1099,54,19,the air smelled musty and i had a feeling no one had ever been here .
1100,55,0,i sat on the floor next to emily and the boys sat on the opposite side of the floor .
1101,55,1,"we should all get some rest , seth said with a yawn ."
1102,55,2,we can figure out what to do next when we wake up .
1103,55,3,i nodded sleepily and laid down on the hard ground .
1104,55,4,"i closed my eyes , feeling a strange tiredness come over me ."
1105,55,5,"i barely heard seth mumbled , i do n't like our situation at all ."
1106,55,6,"i was standing on a dark cliff , the eerie moon high in the sky ."
1107,55,7,"the wind whipped at my hair , causing me to see the green strands in front of my eyes ."
1108,55,8,"the cold nipped at my cheeks and nose , which i tried to rub back to warmth ."
1109,55,9,i stood at the edge of the cliff and gasped when i looked down .
1110,55,10,"underneath me , hundreds of monsters gathered around a fight ."
1111,55,11,"i couldnt see who was fighting inside because a swamp troll blocked my view , but i knew it was brutal the way they whooped at a screech of pain ."
1112,55,12,"i wanted to close my eyes and look away , but i was so curious to see what was going on , that i couldnt ."
1113,55,13,the crowd parted to reveal the scariest and most hideous thing ive ever seen .
1114,55,14,"it must have been some type of faery because i could see long , pointed ears sticking up from the sides of its head ."
1115,55,15,"long , black hair was stuck out in all directions on top of its head looking slimy and dirty ."
1116,55,16,"sharp , twisted horns sat on top of its head , gleaming in the dark ."
1117,55,17,"a long , billowing black cloak spiraled out behind it , completely covering the rest of its body ."
1118,55,18,"its eyes shined red and full of hate , although there was a terrible smile that danced on its face ."
1119,55,19,the crowds of monsters roared in applause and excitement .
1120,56,0,"the trolls banged their clubs on the ground , on their chests , and even on each other ."
1121,56,1,"the howl of a frost beast rose into the night , making me feel even more chilled ."
1122,56,2,i needed to find out what that thing was and what it had killed .
1123,56,3,"i also had a horrible feeling , deep down that made me know that this wasnt a dream but some type of vision ."
1124,56,4,"this was happening in real life , right now in igneeria ."
1125,56,5,that proved that igneeria had worse things to hide than what we thought was bad .
1126,56,6,"the thing walked forward and the crowd parted to make it a path , falling silent ."
1127,56,7,i find myself creeping back until i could barely see the scene below .
1128,56,8,then i got a glimpse of what it had killed and i had to hold back my tears .
1129,56,9,"the poor body of the dwarf who had brought us here was lying in a contorted heap , limbs twisted in all directions ."
1130,56,10,the scene was awful and i had to prevent myself from throwing up .
1131,56,11,then i knew why they beat and killed him .
1132,56,12,this dwarf must have betrayed kojas to bring information to whoever her majesty was and to help us into igneeria .
1133,56,13,i suddenly knew that this dwarf was much braver than we had given him credit for .
1134,56,14,i suddenly felt awful because i knew who the thing was .
1135,56,15,"chapter 7 the little traitor thought he could fool us , kojas announced , but he was wrong ."
1136,56,16,his death does not matter to me but what matters is what he could have said and done against us .
1137,56,17,"he continued , his voice flowing with reassurance ."
1138,56,18,i have knowledge that the half-lings have entered our world and our grasp .
1139,56,19,"the dwarf may have done us a favor , bringing them here , without knowing it ."
